food_name,data_type
"Babyfood, fruit supreme dessert",SR Legacy
"Babyfood, fruit, apple and blueberry, junior",SR Legacy
"Babyfood, fruit, apple and blueberry, strained",SR Legacy
"Babyfood, fruit, apple and raspberry, junior",SR Legacy
"Babyfood, fruit, apple and raspberry, strained",SR Legacy
"Babyfood, fruit, applesauce and apricots, junior",SR Legacy
"Babyfood, fruit, applesauce and apricots, strained",SR Legacy
"Babyfood, fruit, applesauce and cherries, junior",SR Legacy
"Babyfood, fruit, applesauce and cherries, strained",SR Legacy
"Babyfood, fruit, applesauce and pineapple, junior",SR Legacy
"Babyfood, fruit, applesauce and pineapple, strained",SR Legacy
"Babyfood, fruit, applesauce with banana, junior",SR Legacy
"Babyfood, fruit, applesauce, junior",SR Legacy
"Babyfood, fruit, applesauce, strained",SR Legacy
"Babyfood, fruit, apricot with tapioca, junior",SR Legacy
"Babyfood, fruit, apricot with tapioca, strained",SR Legacy
"Babyfood, fruit, banana and strawberry, junior",SR Legacy
"Babyfood, fruit, bananas and pineapple with tapioca, junior",SR Legacy
"Babyfood, fruit, bananas and pineapple with tapioca, strained",SR Legacy
"Babyfood, fruit, bananas with apples and pears, strained",SR Legacy
"Babyfood, fruit, bananas with tapioca, junior",SR Legacy
"Babyfood, fruit, bananas with tapioca, strained",SR Legacy
"Babyfood, fruit, guava and papaya with tapioca, strained",SR Legacy
"Babyfood, fruit, papaya and applesauce with tapioca, strained",SR Legacy
"Babyfood, fruit, peaches, junior",SR Legacy
"Babyfood, fruit, peaches, strained",SR Legacy
"Babyfood, fruit, pears and pineapple, junior",SR Legacy
"Babyfood, fruit, pears and pineapple, strained",SR Legacy
"Babyfood, fruit, pears, junior",SR Legacy
"Babyfood, fruit, pears, strained",SR Legacy
"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",SR Legacy
"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",SR Legacy
"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",SR Legacy
"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",SR Legacy
"Babyfood, fruit, tutti frutti, junior",SR Legacy
"Babyfood, fruit, tutti frutti, strained",SR Legacy
"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",SR Legacy
"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",SR Legacy
"Babyfood, GERBER, Banana with orange medley",SR Legacy
"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat",SR Legacy
"Babyfood, grape juice, no sugar, canned",SR Legacy
"Babyfood, green beans and turkey, strained",SR Legacy
"Babyfood, green beans, dices, toddler",SR Legacy
"Babyfood, juice treats, fruit medley, toddler",SR Legacy
"Babyfood, juice, apple",SR Legacy
"Babyfood, juice, apple - cherry",SR Legacy
"Babyfood, juice, apple and grape",SR Legacy
"Babyfood, juice, apple and peach",SR Legacy
"Babyfood, juice, apple and prune",SR Legacy
"Babyfood, juice, apple, with calcium",SR Legacy
"Babyfood, juice, apple-sweet potato",SR Legacy
"Babyfood, juice, fruit punch, with calcium",SR Legacy
"Babyfood, juice, mixed fruit",SR Legacy
"Babyfood, juice, orange",SR Legacy
"Babyfood, juice, orange and apple",SR Legacy
"Babyfood, juice, orange and apple and banana",SR Legacy
"Babyfood, juice, orange and apricot",SR Legacy
"Babyfood, juice, orange and banana",SR Legacy
"Babyfood, juice, orange and pineapple",SR Legacy
"Babyfood, juice, orange-carrot",SR Legacy
"Babyfood, juice, pear",SR Legacy
"Babyfood, juice, prune and orange",SR Legacy
"Babyfood, macaroni and cheese, toddler",SR Legacy
"Babyfood, mashed cheddar potatoes and broccoli, toddlers",SR Legacy
"Babyfood, meat, beef with vegetables, toddler",SR Legacy
"Babyfood, meat, beef, junior",SR Legacy
"Babyfood, meat, beef, strained",SR Legacy
"Babyfood, meat, chicken sticks, junior",SR Legacy
"Babyfood, meat, chicken, junior",SR Legacy
"Babyfood, meat, chicken, strained",SR Legacy
"Babyfood, meat, ham, junior",SR Legacy
"Babyfood, meat, ham, strained",SR Legacy
"Babyfood, meat, lamb, junior",SR Legacy
"Babyfood, meat, lamb, strained",SR Legacy
"Babyfood, meat, meat sticks, junior",SR Legacy
"Babyfood, meat, pork, strained",SR Legacy
"Babyfood, meat, turkey sticks, junior",SR Legacy
"Babyfood, meat, turkey, junior",SR Legacy
"Babyfood, meat, turkey, strained",SR Legacy
"Babyfood, meat, veal, strained",SR Legacy
"Babyfood, mixed fruit juice with low fat yogurt",SR Legacy
"Babyfood, mixed fruit yogurt, strained",SR Legacy
"Babyfood, Multigrain whole grain cereal, dry fortified",SR Legacy
"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",SR Legacy
"Babyfood, peaches, dices, toddler",SR Legacy
"Babyfood, pears, dices, toddler",SR Legacy
"Babyfood, peas and brown rice",SR Legacy
"Babyfood, peas, dices, toddler",SR Legacy
"Babyfood, plums, bananas and rice, strained",SR Legacy
"Babyfood, potatoes, toddler",SR Legacy
"Babyfood, pretzels",SR Legacy
"Babyfood, prunes, without vitamin c, strained",SR Legacy
"Babyfood, ravioli, cheese filled, with tomato sauce",SR Legacy
"Babyfood, rice and apples, dry",SR Legacy
"Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron",SR Legacy
"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",SR Legacy
"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",SR Legacy
"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",SR Legacy
"Babyfood, tropical fruit medley",SR Legacy
"Babyfood, vegetable and brown rice, strained",SR Legacy
"Babyfood, vegetable, butternut squash and corn",SR Legacy
"Babyfood, vegetable, green beans and potatoes",SR Legacy
"Babyfood, vegetables, beets, strained",SR Legacy
"Babyfood, vegetables, carrots, junior",SR Legacy
"Babyfood, vegetables, carrots, strained",SR Legacy
"Babyfood, vegetables, corn, creamed, junior",SR Legacy
"Babyfood, vegetables, corn, creamed, strained",SR Legacy
"Babyfood, vegetables, garden vegetable, strained",SR Legacy
"Babyfood, vegetables, green beans, junior",SR Legacy
"Babyfood, vegetables, green beans, strained",SR Legacy
"Babyfood, vegetables, mix vegetables junior",SR Legacy
"Babyfood, vegetables, mix vegetables strained",SR Legacy
"Babyfood, vegetables, peas, strained",SR Legacy
"Babyfood, vegetables, spinach, creamed, strained",SR Legacy
"Babyfood, vegetables, squash, junior",SR Legacy
"Babyfood, vegetables, squash, strained",SR Legacy
"Babyfood, vegetables, sweet potatoes strained",SR Legacy
"Babyfood, vegetables, sweet potatoes, junior",SR Legacy
"Babyfood, water, bottled, GERBER, without added fluoride",SR Legacy
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",SR Legacy
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",SR Legacy
Bacalaitos fritos,Survey (FNDDS)
Bacon and beef sticks,SR Legacy
Bacon and tomato dressing,Survey (FNDDS)
Bacon biscuit sandwich,Survey (FNDDS)
Bacon bits,Survey (FNDDS)
"Bacon bits, meatless",SR Legacy
"Bacon or side pork, fresh, cooked",Survey (FNDDS)
"Bacon strip, meatless",Survey (FNDDS)
"Bacon, for use on a sandwich",Survey (FNDDS)
"Bacon, for use with vegetables",Survey (FNDDS)
"Bacon, lettuce, tomato sandwich on wheat",Survey (FNDDS)
"Bacon, lettuce, tomato sandwich on white",Survey (FNDDS)
"Bacon, meatless",SR Legacy
"Bacon, NS as to type of meat, cooked",Survey (FNDDS)
"Bacon, NS as to type of meat, reduced sodium, cooked",Survey (FNDDS)
"Bacon, pre-sliced, reduced/low sodium, unprepared",SR Legacy
"Bacon, turkey, low sodium",SR Legacy
"Bacon, turkey, microwaved",SR Legacy
"Bacon, turkey, unprepared",SR Legacy
Bagel,Survey (FNDDS)
Bagel chips,Survey (FNDDS)
"Bagel, multigrain",Survey (FNDDS)
"Bagel, multigrain, with raisins",Survey (FNDDS)
"Bagel, oat bran",Survey (FNDDS)
"Bagel, pumpernickel",Survey (FNDDS)
"Bagel, wheat",Survey (FNDDS)
"Bagel, wheat bran",Survey (FNDDS)
"Bagel, wheat, with fruit and nuts",Survey (FNDDS)
"Bagel, wheat, with raisins",Survey (FNDDS)
"Bagel, whole grain white",Survey (FNDDS)
"Bagel, whole wheat",Survey (FNDDS)
"Bagel, whole wheat, with raisins",Survey (FNDDS)
"Bagel, with fruit other than raisins",Survey (FNDDS)
"Bagel, with raisins",Survey (FNDDS)
"Bagels, cinnamon-raisin",SR Legacy
"Bagels, cinnamon-raisin, toasted",SR Legacy
"Bagels, egg",SR Legacy
"Bagels, multigrain",SR Legacy
"Bagels, oat bran",SR Legacy
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",SR Legacy
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",SR Legacy
"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",SR Legacy
"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",SR Legacy
"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",SR Legacy
"Bagels, wheat",SR Legacy
"Bagels, whole grain white",SR Legacy
Baked beans,Survey (FNDDS)
Baked beans from fast food / restaurant,Survey (FNDDS)
"Baked beans, reduced sodium",Survey (FNDDS)
"Baked beans, vegetarian",Survey (FNDDS)
"Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",SR Legacy
"Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits",SR Legacy
"Baking chocolate, mexican, squares",SR Legacy
"Baking chocolate, unsweetened, liquid",SR Legacy
"Baking chocolate, unsweetened, squares",SR Legacy
Baklava,Survey (FNDDS)
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",SR Legacy
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",SR Legacy
"Balsam-pear (bitter gourd), leafy tips, raw",SR Legacy
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",SR Legacy
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",SR Legacy
"Balsam-pear (bitter gourd), pods, raw",SR Legacy
"Bamboo shoots, canned, drained solids",SR Legacy
"Bamboo shoots, cooked",Survey (FNDDS)
"Bamboo shoots, cooked, boiled, drained, with salt",SR Legacy
"Bamboo shoots, cooked, boiled, drained, without salt",SR Legacy
"Bamboo shoots, raw",SR Legacy
Banana chips,Survey (FNDDS)
Banana nectar,Survey (FNDDS)
Banana pudding,Survey (FNDDS)
Banana split,Survey (FNDDS)
"Banana, baked",Survey (FNDDS)
"Banana, raw",Survey (FNDDS)
"Bananas, dehydrated, or banana powder",SR Legacy
"Bananas, overripe, raw",Foundation
"Bananas, raw",SR Legacy
"Bananas, ripe and slightly ripe, raw",Foundation
"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared",SR Legacy
Bao bun,Survey (FNDDS)
"Bao bun, no meat",Survey (FNDDS)
Baobab powder,SR Legacy
"Barbecue beef sandwich, on wheat bun",Survey (FNDDS)
"Barbecue beef sandwich, on white bun",Survey (FNDDS)
"Barbecue beef, no sauce",Survey (FNDDS)
"Barbecue beef, with sauce",Survey (FNDDS)
Barbecue chicken,Survey (FNDDS)
"Barbecue chicken sandwich, on wheat bun",Survey (FNDDS)
"Barbecue chicken sandwich, on white bun",Survey (FNDDS)
"Barbecue loaf, pork, beef",SR Legacy
"Barbecue meat, NFS",Survey (FNDDS)
"Barbecue pork sandwich, on wheat bun",Survey (FNDDS)
"Barbecue pork sandwich, on white bun",Survey (FNDDS)
"Barbecue pork, no sauce",Survey (FNDDS)
"Barbecue pork, with sauce",Survey (FNDDS)
Barbecue rib sandwich,Survey (FNDDS)
"Barbecue sandwich, NFS",Survey (FNDDS)
Barbecue sauce,Survey (FNDDS)
"Barfi or Burfi, Indian dessert",Survey (FNDDS)
Barley,Survey (FNDDS)
Barley flour or meal,SR Legacy
Barley malt flour,SR Legacy
"Barley, hulled",SR Legacy
"Barley, pearled, cooked",SR Legacy
"Barley, pearled, raw",SR Legacy
Basbousa,Survey (FNDDS)
"Basil, fresh",SR Legacy
"Basil, raw",Survey (FNDDS)
Bean cake,Survey (FNDDS)
Bean chips,Survey (FNDDS)
"Bean dip, made with refried beans",Survey (FNDDS)
"Bean paste, sweetened",Survey (FNDDS)
"Bean salad, yellow and/or green string beans",Survey (FNDDS)
"Bean sprouts, cooked",Survey (FNDDS)
"Bean sprouts, raw",Survey (FNDDS)
Beans and brown rice,Survey (FNDDS)
Beans and franks,Survey (FNDDS)
"Beans and rice, from fast food / restaurant",Survey (FNDDS)
"Beans and rice, with meat",Survey (FNDDS)
"Beans and rice, with tomatoes",Survey (FNDDS)
"Beans and tomatoes, fat added",Survey (FNDDS)
"Beans and tomatoes, no added fat",Survey (FNDDS)
Beans and white rice,Survey (FNDDS)
"Beans with meat, NS as to type",Survey (FNDDS)
"Beans, adzuki, mature seed, cooked, boiled, with salt",SR Legacy
"Beans, adzuki, mature seeds, canned, sweetened",SR Legacy
"Beans, adzuki, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, adzuki, mature seeds, raw",SR Legacy
"Beans, baked, canned, no salt added",SR Legacy
"Beans, baked, canned, plain or vegetarian",SR Legacy
"Beans, baked, canned, with beef",SR Legacy
"Beans, baked, canned, with franks",SR Legacy
"Beans, baked, canned, with pork",SR Legacy
"Beans, baked, canned, with pork and sweet sauce",SR Legacy
"Beans, baked, canned, with pork and tomato sauce",SR Legacy
"Beans, baked, home prepared",SR Legacy
"Beans, black turtle, mature seeds, canned",SR Legacy
"Beans, black turtle, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, black turtle, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, black turtle, mature seeds, raw",SR Legacy
"Beans, black, canned, sodium added, drained and rinsed",Foundation
"Beans, black, mature seeds, canned, low sodium",SR Legacy
"Beans, black, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, black, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, black, mature seeds, raw",SR Legacy
"Beans, cannellini, canned, sodium added, drained and rinsed",Foundation
"Beans, cannellini, dry",Foundation
"Beans, chili, barbecue, ranch style, cooked",SR Legacy
"Beans, cranberry (roman), mature seeds, canned",SR Legacy
"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, cranberry (roman), mature seeds, raw",SR Legacy
"Beans, Dry, Black (0% moisture)",Foundation
"Beans, Dry, Brown (0% moisture)",Foundation
"Beans, Dry, Carioca (0% moisture)",Foundation
"Beans, Dry, Cranberry (0% moisture)",Foundation
"Beans, Dry, Dark Red Kidney (0% moisture)",Foundation
"Beans, Dry, Flor de Mayo (0% moisture)",Foundation
"Beans, Dry, Great Northern (0% moisture)",Foundation
"Beans, Dry, Light Red Kidney (0% moisture)",Foundation
"Beans, Dry, Light Tan (0% moisture)",Foundation
"Beans, Dry, Medium Red (0% moisture)",Foundation
"Beans, Dry, Navy (0% moisture)",Foundation
"Beans, Dry, Pink (0% moisture)",Foundation
"Beans, Dry, Pinto (0% moisture)",Foundation
"Beans, Dry, Red (0% moisture)",Foundation
"Beans, Dry, Small Red (0% moisture)",Foundation
"Beans, Dry, Small White (0% moisture)",Foundation
"Beans, Dry, Tan (0% moisture)",Foundation
"Beans, fava, in pod, raw",SR Legacy
"Beans, french, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, french, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, french, mature seeds, raw",SR Legacy
"Beans, from canned, NS as to type, fat added",Survey (FNDDS)
"Beans, from canned, NS as to type, no added fat",Survey (FNDDS)
"Beans, from dried, NS as to type, fat added",Survey (FNDDS)
"Beans, from dried, NS as to type, no added fat",Survey (FNDDS)
"Beans, from fast food / restaurant, NS as to type",Survey (FNDDS)
"Beans, great northern, canned, sodium added, drained and rinsed",Foundation
"Beans, great northern, mature seeds, canned",SR Legacy
"Beans, great northern, mature seeds, canned, low sodium",SR Legacy
"Beans, great northern, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, great northern, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, great northern, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",SR Legacy
"Beans, kidney, all types, mature seeds, canned",SR Legacy
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, kidney, all types, mature seeds, raw",SR Legacy
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, kidney, california red, mature seeds, raw",SR Legacy
"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",Foundation
"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",Foundation
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",SR Legacy
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",SR Legacy
"Beans, kidney, mature seeds, sprouted, raw",SR Legacy
"Beans, kidney, red, mature seeds, canned, drained solids",SR Legacy
"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",SR Legacy
"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",SR Legacy
"Beans, kidney, red, mature seeds, canned, solids and liquids",SR Legacy
"Beans, kidney, red, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, kidney, red, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, kidney, red, mature seeds, raw",SR Legacy
"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",SR Legacy
"Beans, kidney, royal red, mature seeds, cooked, boiled, without salt",SR Legacy
"Beans, kidney, royal red, mature seeds, raw",SR Legacy
"Beans, liquid from stewed kidney beans",SR Legacy
"Beans, mung, mature seeds, sprouted, canned, drained solids",SR Legacy
"Beans, navy, canned, sodium added, drained and rinsed",Foundation
"Beans, navy, mature seeds, canned",SR Legacy
"Beans, navy, mature seeds, cooked, boiled, with salt",SR Legacy
"Beans, navy, mature seeds, cooked, boiled, without salt",SR Legacy
